,id,host_response_rate,accommodates,bathrooms,minimum_nights,availability_365,number_of_reviews,review_scores_rating,price,security_deposit,TV,Internet,Wifi,Heating,Air Conditioning,Cooking,Free Parking,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,prpt_Apartment,prpt_Bed and breakfast,prpt_Boutique hotel,prpt_Condominium,prpt_Guest suite,prpt_House,prpt_Loft,prpt_Serviced apartment,prpt_Townhouse,prpt_others,distance_ts,price_label,rating_label,price_rating_label,group_label,predict_label
7940,16098175,100.0,1,1,4,356,21,90.0,32.0,100.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.94877628419872,1,1,11,3,3
7943,16103920,80.0,5,1,2,281,18,79.0,200.0,200.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.5556822484450805,0,1,01,1,1
7945,16113842,88.0,1,1,20,279,5,100.0,59.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.8567936874856885,1,0,10,2,2
7947,16120840,100.0,2,1,2,228,4,100.0,500.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7670800042880352,0,0,00,0,0
7948,16122024,85.0,2,1,1,32,42,100.0,65.0,0.0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.598189256657102,1,0,10,2,3
7949,16122082,94.0,2,1,60,364,3,67.0,65.0,200.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.316693390522444,1,1,11,3,3
7951,16123619,100.0,6,2,3,261,84,91.0,800.0,400.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.636571840608144,0,1,01,1,1
7957,16134738,100.0,2,1,3,180,4,100.0,45.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.09612991426811,1,0,10,2,2
7958,16134745,100.0,2,1,31,362,2,100.0,247.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.710112431575135,0,0,00,0,0
7963,16140364,100.0,1,1,3,6,11,82.0,24.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.653443022494329,1,1,11,3,3
7964,16145871,100.0,6,1,3,32,43,100.0,250.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.509990920525928,0,0,00,0,0
7967,16147164,100.0,4,1,5,7,28,89.0,295.0,500.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.212369946042385,0,1,01,1,1
7971,16148989,100.0,1,1,5,12,13,100.0,30.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.365552562350317,1,0,10,2,2
7972,16149186,50.0,1,1,1,83,1,100.0,68.0,150.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18.202778448410687,1,0,10,2,2
7973,16157387,100.0,8,2,2,180,3,87.0,400.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.393436735361432,0,1,01,1,0
7991,16171868,100.0,2,1,2,89,33,86.0,55.0,0.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.222622106196226,1,1,11,3,3
7995,16173564,95.0,6,2,1,347,25,100.0,1200.0,5000.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.7429115892760123,0,0,00,0,1
7997,16175138,100.0,6,1,30,146,83,89.0,250.0,350.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.057704720189719,0,1,01,1,1
8004,16187270,100.0,2,1,3,29,8,88.0,43.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.182934860622767,1,1,11,3,3
8010,16193259,90.0,2,1,1,219,8,85.0,48.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13.40863680625803,1,1,11,3,3
8011,16193729,90.0,1,1,1,180,23,89.0,39.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13.281987750899287,1,1,11,3,3
8012,16194184,100.0,4,1,2,271,93,88.0,220.0,750.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5269265571609094,0,1,01,1,1
8024,16206077,100.0,4,2,8,16,2,100.0,185.0,500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.721520761003474,0,0,00,0,0
8028,16213550,83.0,6,1,30,346,18,76.0,325.0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.171120135296124,0,1,01,1,1
8031,16216301,100.0,2,1,3,88,5,90.0,55.0,200.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.257572712815495,1,1,11,3,2
8034,16220755,89.0,2,1,8,35,4,75.0,37.0,750.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.378475018406858,1,1,11,3,2
8045,16229585,100.0,5,1,3,298,9,91.0,400.0,250.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.536104369850193,0,1,01,1,1
8062,16259438,40.0,1,1,30,22,12,100.0,38.0,0.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.336521513524858,1,0,10,2,3
8064,16261522,75.0,2,1,5,341,8,86.0,54.0,0.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.782071074072922,1,1,11,3,3
8065,16267197,100.0,1,1,1,0,9,88.0,53.0,150.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.34640767513938,1,1,11,3,3
8069,16269161,80.0,2,2,2,65,1,40.0,200.0,150.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.269192485659111,0,1,01,1,2
8076,16273526,0.0,2,1,2,363,3,100.0,60.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.238268685497378,1,0,10,2,3
8078,16274966,100.0,2,1,1,83,4,100.0,39.0,250.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.364001903497059,1,0,10,2,2
8081,16276294,100.0,1,1,4,0,5,90.0,30.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.49717073454622,1,1,11,3,2
8083,16282085,100.0,8,3,2,4,11,100.0,300.0,500.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.498419341141783,0,0,00,0,0
8084,16285014,90.0,5,2,30,309,12,89.0,250.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.705120157710431,0,1,01,1,1
8087,16288598,100.0,2,1,3,0,5,100.0,60.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.805221331345077,1,0,10,2,2
8089,16288861,100.0,1,1,1,89,16,81.0,26.0,100.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17.777363161729753,1,1,11,3,3
8098,16300101,100.0,2,2,30,364,2,90.0,36.0,0.0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.991839580634615,1,1,11,3,3
8103,16302024,100.0,4,1,1,36,146,90.0,60.0,100.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.65560312927445,1,1,11,3,3
8106,16311386,100.0,2,1,3,0,32,100.0,240.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5383881964930746,0,0,00,0,1
8107,16311528,100.0,4,1,3,196,41,100.0,199.0,300.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.306549916480465,0,0,00,0,1
8120,16330737,100.0,7,1,6,6,7,100.0,220.0,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.091300172294163,0,0,00,0,0
8126,16335816,100.0,2,1,3,0,2,100.0,220.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5724302953951264,0,0,00,0,0
8130,16337106,100.0,3,4,3,89,74,87.0,58.0,100.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.653784071128245,1,1,11,3,3
8132,16341416,100.0,3,2,2,8,24,84.0,49.0,0.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.871991044610601,1,1,11,3,3
8136,16347965,100.0,3,1,4,0,10,100.0,450.0,600.0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6334852793246493,0,0,00,0,0
8138,16350688,100.0,1,1,4,0,4,100.0,60.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.400147573409562,1,0,10,2,0
8139,16351193,100.0,2,4,3,83,64,87.0,55.0,100.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.455251845645895,1,1,11,3,3
8141,16352982,100.0,2,2,60,77,13,100.0,50.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.688010897016062,1,0,10,2,2
8151,16368793,100.0,2,1,3,32,45,91.0,60.0,450.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.007660081187952,1,1,11,3,3
8153,16374500,100.0,3,1,1,90,85,90.0,33.0,125.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.22979806700437,1,1,11,3,3
8157,16377899,100.0,2,1,30,365,1,40.0,200.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.269211068366035,0,1,01,1,0
8164,16382645,67.0,2,1,5,42,13,100.0,230.0,200.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.526020629826716,0,0,00,0,1
8185,16424684,0.0,2,1,1,64,3,87.0,60.0,100.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.68646762498495,1,1,11,3,2
8189,16427197,50.0,4,2,3,309,8,85.0,250.0,100.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.13234740879084,0,1,01,1,1
8194,16436970,100.0,3,1,3,305,90,84.0,239.0,250.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.12876524200808,0,1,01,1,1
8203,16453160,91.0,2,1,2,184,114,91.0,200.0,500.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.564224714454129,0,1,01,1,1
8205,16453837,100.0,7,2,6,16,3,100.0,375.0,2500.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.624367031249507,0,0,00,0,0
8213,16471707,57.0,2,1,5,79,12,82.0,54.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.2513168334827816,1,1,11,3,3
8215,16477186,100.0,4,1,1,90,20,86.0,33.0,125.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.237121547429904,1,1,11,3,2
8235,16499824,100.0,4,1,4,0,10,100.0,225.0,0.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.8667325957108616,0,0,00,0,1
8246,16515834,90.0,6,2,30,0,7,100.0,216.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.232710656132718,0,0,00,0,0
8249,16523132,100.0,4,1,2,9,25,90.0,60.0,0.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.906515329287677,1,1,11,3,3
8253,16534037,100.0,4,1,2,0,2,100.0,225.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2398879193282115,0,0,00,0,0
8259,16543032,100.0,5,1,3,128,73,86.0,196.0,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3899908716410194,0,1,01,1,1
8262,16544910,100.0,1,1,4,11,1,100.0,65.0,0.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.48692665401005,1,0,10,2,2
8263,16545876,100.0,2,1,3,41,8,100.0,45.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.761330476632737,1,0,10,2,2
8269,16556404,100.0,1,1,4,11,1,100.0,60.0,300.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.338667613710884,1,0,10,2,2
8271,16557829,100.0,1,1,1,0,6,100.0,40.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.06089944859459,1,0,10,2,2
8273,16565435,100.0,3,1,2,15,31,91.0,68.0,450.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.845119183435859,1,1,11,3,3
8276,16570975,100.0,2,1,2,6,26,91.0,60.0,0.0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.338686574615502,1,1,11,3,3
8281,16578112,100.0,2,1,1,179,15,76.0,36.0,100.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.5459048296122,1,1,11,3,3
8285,16578883,96.0,1,1,10,24,6,90.0,35.0,300.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.845851143720591,1,1,11,3,2
8286,16584878,100.0,6,2,30,124,2,100.0,350.0,2000.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.221826906063258,0,0,00,0,0
8290,16599273,100.0,1,1,1,364,6,100.0,60.0,200.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.775200080139866,1,0,10,2,3
8294,16601801,100.0,2,1,4,13,3,100.0,232.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.328206040127855,0,0,00,0,0
8314,16629945,100.0,7,1,2,204,114,90.0,350.0,100.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.489981384544759,0,1,01,1,1
8317,16636214,33.0,2,1,7,335,6,87.0,40.0,700.0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.790352334951296,1,1,11,3,3
8318,16644599,76.0,4,1,1,354,113,87.0,35.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.941679037036954,1,1,11,3,3
8321,16648750,83.0,2,1,7,156,2,100.0,220.0,600.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3453971006286976,0,0,00,0,0
8327,16657247,96.0,8,4,1,337,94,77.0,64.0,100.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.501229106110902,1,1,11,3,3
8330,16662012,100.0,6,1,3,197,47,90.0,400.0,300.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.084906405469548,0,1,01,1,1
8332,16664045,90.0,8,1,2,365,42,84.0,184.0,100.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.41797520029101,0,1,01,1,1
8334,16665181,100.0,2,1,2,170,78,91.0,69.0,150.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.626888782242432,1,1,11,3,3
8337,16673954,80.0,2,1,8,14,7,100.0,250.0,500.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7352245215877,0,0,00,0,0
8352,16710935,100.0,4,2,2,178,10,100.0,499.0,500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3357548427509087,0,0,00,0,0
8356,16718287,100.0,1,1,4,0,2,100.0,62.0,200.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.394997699576972,1,0,10,2,2
8359,16720831,70.0,16,6,1,364,8,100.0,1600.0,1000.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.321094630142956,0,0,00,0,0
8361,16723682,100.0,2,1,13,113,10,100.0,68.0,0.0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.752057368889903,1,0,10,2,3
8369,16736830,100.0,6,1,2,44,105,100.0,275.0,300.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.422192980001226,0,0,00,0,0
8372,16741935,0.0,1,1,5,365,2,100.0,210.0,3000.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.771282590134795,0,0,00,0,3
8373,16749005,100.0,6,2,3,26,48,100.0,250.0,250.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.422728892121944,0,0,00,0,1
8376,16755920,100.0,1,2,3,0,2,90.0,55.0,0.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8659443007486605,1,1,11,3,2
8384,16770311,100.0,2,1,4,88,7,91.0,30.0,100.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.844036579312126,1,1,11,3,3
8385,16772578,100.0,2,1,2,91,91,91.0,52.0,100.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.488134066993943,1,1,11,3,3
8393,16781601,91.0,4,1,3,90,30,89.0,43.0,100.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.573392100448402,1,1,11,3,3
8395,16784199,100.0,2,1,3,49,6,90.0,195.0,250.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6004427428109627,0,1,01,1,0
8408,16805050,100.0,4,2,30,364,3,70.0,28.0,0.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.015475116813743,1,1,11,3,3
8411,16808899,100.0,7,1,2,305,61,77.0,229.0,250.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.755676440512874,0,1,01,1,0
8417,16814083,87.0,6,4,2,15,8,89.0,599.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.6833008339727606,0,1,01,1,1
8422,16821898,33.0,1,1,30,76,4,100.0,50.0,400.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.503258453620932,1,0,10,2,2
8423,16822398,100.0,2,2,30,364,1,60.0,20.0,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.047175729563978,1,1,11,3,2
8424,16829324,100.0,4,1,4,25,57,89.0,200.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.01442477283925,0,1,01,1,1
8425,16837941,100.0,6,2,2,120,10,70.0,380.0,200.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.544462446112799,0,1,01,1,1
8426,16844643,100.0,6,2,2,148,84,91.0,297.0,250.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.695173509696306,0,1,01,1,1
8427,16844707,100.0,2,1,3,53,9,100.0,60.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.87943799594697,1,0,10,2,3
8428,16845648,100.0,5,1,5,7,35,90.0,190.0,0.0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.162349046589866,0,1,01,1,1
8429,16845840,100.0,1,2,28,296,5,84.0,35.0,200.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.22958623893302,1,1,11,3,3
8431,16851973,100.0,1,2,30,365,1,80.0,32.0,0.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.685784953210714,1,1,11,3,2
8432,16852728,100.0,2,2,30,365,2,80.0,26.0,0.0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.429281037982438,1,1,11,3,3
8435,16859099,100.0,1,1,5,206,38,91.0,32.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.626382388741267,1,1,11,3,3
8441,16870827,100.0,5,1,1,62,30,90.0,800.0,145.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.840482785518306,0,1,01,1,3
8442,16872382,75.0,1,1,1,358,2,100.0,65.0,0.0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.198121442922867,1,0,10,2,3
8445,16880235,56.0,4,1,6,86,6,100.0,200.0,300.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.759815271206668,0,0,00,0,0
8446,16883813,100.0,4,1,4,36,21,91.0,224.0,350.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.691142063728741,0,1,01,1,1
8455,16916510,92.0,1,1,30,118,7,90.0,60.0,0.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.656762840575643,1,1,11,3,3
8459,16923912,90.0,12,4,7,25,9,100.0,400.0,2000.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.218043698314311,0,0,00,0,0
8463,16936036,100.0,2,1,2,66,133,91.0,59.0,0.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.3997220068110074,1,1,11,3,3
8464,16940385,100.0,8,1,3,268,41,85.0,199.0,375.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.256405746757244,0,1,01,1,1
