,id,host_response_rate,accommodates,bathrooms,minimum_nights,availability_365,number_of_reviews,review_scores_rating,price,security_deposit,TV,Internet,Wifi,Heating,Air Conditioning,Cooking,Free Parking,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,prpt_Apartment,prpt_Bed and breakfast,prpt_Boutique hotel,prpt_Condominium,prpt_Guest suite,prpt_House,prpt_Loft,prpt_Serviced apartment,prpt_Townhouse,prpt_others,distance_ts,price_label,rating_label,price_rating_label,group_label,predict_label
17118,28913324,81.0,6,1,1,363,5,100.0,270.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.981684176608957,0,0,00,0,0
17119,28913683,90.0,5,2,5,12,6,100.0,359.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.587616365250068,0,0,00,0,0
17121,28914077,100.0,2,1,2,0,8,89.0,275.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.474148289872224,0,1,01,1,1
17126,28917384,100.0,2,1,1,302,9,84.0,56.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.228466874220713,1,1,11,3,3
17127,28917395,100.0,1,1,1,365,1,100.0,39.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19.002037701019212,1,0,10,2,2
17128,28917462,100.0,2,2,1,0,3,60.0,48.0,0.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.41009505120749,1,1,11,3,2
17129,28917505,90.0,2,1,1,365,1,80.0,50.0,100.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.942714853526368,1,1,11,3,2
17130,28917781,90.0,2,2,1,365,1,100.0,55.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.794090318051493,1,0,10,2,2
17131,28918211,80.0,6,0,2,364,4,80.0,25.0,300.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.331992150505874,1,1,11,3,3
17132,28918624,90.0,2,2,1,360,3,87.0,45.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.84609638012623,1,1,11,3,3
17133,28918915,80.0,5,1,2,364,3,100.0,29.0,300.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.412460450892455,1,0,10,2,3
17135,28919421,91.0,3,1,1,180,7,77.0,60.0,100.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.044287878282725,1,1,11,3,3
17136,28919516,91.0,3,1,1,177,7,80.0,60.0,100.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.036663112171338,1,1,11,3,3
17137,28919815,80.0,2,3,2,325,1,40.0,39.0,300.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.216403879327475,1,1,11,3,3
17145,28933403,89.0,2,1,2,61,6,100.0,250.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.793374206811126,0,0,00,0,2
17146,28935658,100.0,2,1,1,282,12,100.0,200.0,100.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.145222486639262,0,0,00,0,2
17149,28936795,100.0,1,1,30,31,1,100.0,35.0,500.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.925217531538701,1,0,10,2,2
17151,28937536,100.0,2,1,3,0,1,100.0,220.0,1000.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.518124253400178,0,0,00,0,0
17152,28937584,94.0,2,1,1,323,14,83.0,57.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.738448079347418,1,1,11,3,3
17154,28938631,84.0,3,1,2,222,23,88.0,299.0,500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9579310435221524,0,1,01,1,1
17157,28941245,57.0,1,1,1,64,2,90.0,49.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5022013071875001,1,1,11,3,2
17159,28941898,100.0,2,2,2,15,4,100.0,45.0,1000.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6967164553164205,1,0,10,2,2
17162,28953234,88.0,3,1,2,325,13,75.0,40.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.151680621860834,1,1,11,3,3
17166,28956172,100.0,4,1,3,0,9,100.0,300.0,100.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.6658643443750965,0,0,00,0,0
17167,28956510,100.0,1,2,5,51,3,100.0,249.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.428653165450483,0,0,00,0,2
17169,28958526,100.0,5,1,2,148,14,89.0,350.0,200.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.76864918919445,0,1,01,1,0
17176,28961050,100.0,2,2,2,363,7,86.0,63.0,0.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.441075699769748,1,1,11,3,3
17178,28961203,100.0,2,2,2,360,9,82.0,63.0,0.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.652546906718543,1,1,11,3,3
17180,28961690,100.0,2,1,3,64,2,90.0,200.0,150.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.55597215958891,0,1,01,1,0
17182,28962959,100.0,2,1,1,28,32,89.0,300.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.251922776973776,0,1,01,1,1
17184,28963244,100.0,12,1,1,355,1,100.0,450.0,300.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.486761683858267,0,0,00,0,0
17194,28968371,100.0,1,1,5,365,1,80.0,59.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.122603999836395,1,1,11,3,2
17197,28975813,88.0,2,1,2,355,6,84.0,65.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.199640854417733,1,1,11,3,3
17198,28976135,88.0,2,1,2,355,8,85.0,65.0,0.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.280294447548993,1,1,11,3,3
17204,28978510,99.0,5,1,2,262,5,84.0,240.0,200.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.201933327540349,0,1,01,1,1
17208,28984222,100.0,8,1,4,214,9,100.0,230.0,500.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.020331036798996,0,0,00,0,0
17210,28985951,100.0,1,1,2,0,3,100.0,50.0,0.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.970054336187625,1,0,10,2,2
17213,28988668,100.0,1,1,1,89,7,100.0,35.0,0.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.54101736392898,1,0,10,2,2
17214,28989889,100.0,6,1,2,68,15,100.0,65.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.439157803914672,1,0,10,2,2
17218,28992002,100.0,1,1,1,12,14,87.0,55.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.079030428955097,1,1,11,3,3
17221,29000338,100.0,1,1,14,353,3,80.0,50.0,0.0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.178409016404355,1,1,11,3,3
17222,29001863,100.0,1,1,7,365,1,100.0,35.0,650.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.112316222441706,1,0,10,2,3
17225,29009808,99.0,3,1,2,311,2,80.0,220.0,200.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.281196599584821,0,1,01,1,1
17227,29011920,100.0,6,1,1,266,8,85.0,199.0,150.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.375956159895879,0,1,01,1,1
17228,29012098,100.0,2,1,2,0,10,100.0,40.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.697860552367004,1,0,10,2,2
17229,29012259,33.0,1,1,3,89,1,100.0,55.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.50941487479122,1,0,10,2,2
17236,29016146,100.0,4,1,28,181,4,100.0,250.0,500.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.361103386577902,0,0,00,0,0
17237,29016907,100.0,1,1,2,270,5,100.0,40.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.687758708255828,1,0,10,2,2
17239,29027424,100.0,3,2,4,90,1,100.0,350.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.261512594275574,0,0,00,0,2
17242,29028761,100.0,3,2,5,328,4,85.0,42.0,150.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.330307297368972,1,1,11,3,3
17244,29034522,95.0,5,1,3,202,8,100.0,300.0,300.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2599553102745986,0,0,00,0,0
17246,29035769,100.0,1,1,3,0,2,90.0,55.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.043123815807629,1,1,11,3,2
17249,29037141,100.0,1,1,2,157,10,100.0,38.0,0.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.842200412207552,1,0,10,2,3
17250,29037276,91.0,2,1,1,365,1,100.0,45.0,100.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.019883398908027,1,0,10,2,2
17252,29037623,100.0,5,2,2,242,8,100.0,400.0,300.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6805738829646049,0,0,00,0,0
17253,29038453,100.0,2,1,2,0,4,85.0,52.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.6694127566629495,1,1,11,3,2
17255,29038655,100.0,1,1,1,327,4,100.0,55.0,100.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.298131736145057,1,0,10,2,3
17260,29052179,100.0,7,2,1,236,8,100.0,850.0,1000.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03399357697444981,0,0,00,0,0
17262,29053321,100.0,6,1,1,69,16,85.0,199.0,0.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.830071550006371,0,1,01,1,1
17267,29056259,70.0,9,2,5,97,3,80.0,350.0,350.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.271656119086648,0,1,01,1,0
17269,29057462,90.0,3,1,6,65,3,100.0,300.0,400.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.180753730084528,0,0,00,0,0
17273,29058736,100.0,2,1,2,0,2,100.0,42.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9809624287628695,1,0,10,2,2
17274,29059334,80.0,5,0,2,365,2,80.0,25.0,300.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.42657761710734,1,1,11,3,3
17276,29059768,100.0,6,1,2,156,10,100.0,600.0,600.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.6010261378837063,0,0,00,0,0
17277,29059870,100.0,1,1,2,63,3,87.0,29.0,0.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.126596343702538,1,1,11,3,2
17281,29060585,100.0,1,1,2,55,6,80.0,29.0,0.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.420460150178362,1,1,11,3,2
17282,29063413,100.0,5,1,2,10,3,100.0,350.0,400.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.2101724583904665,0,0,00,0,0
17284,29072168,97.0,4,2,2,156,9,84.0,55.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.94583020564546,1,1,11,3,3
17286,29075468,100.0,2,1,1,0,15,89.0,67.0,200.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.785644400173877,1,1,11,3,2
17290,29078251,100.0,2,1,2,159,1,100.0,800.0,0.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.229200351640756,0,0,00,0,0
17293,29079699,86.0,3,1,9,0,2,100.0,200.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7085443734116541,0,0,00,0,0
17304,29093291,60.0,3,1,3,63,4,100.0,399.0,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1022990771893912,0,0,00,0,0
17308,29096448,27.0,2,1,1,179,2,100.0,225.0,275.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.3938052792257314,0,0,00,0,0
17314,29102744,100.0,1,1,2,53,3,87.0,25.0,100.0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.011160169954893,1,1,11,3,2
17315,29102760,100.0,4,1,1,0,2,100.0,29.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.816294871128658,1,0,10,2,2
17321,29107308,100.0,2,1,1,363,4,100.0,250.0,1000.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8191726911921964,0,0,00,0,0
17326,29123516,100.0,2,1,2,14,4,100.0,68.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.618110684938452,1,0,10,2,2
17328,29124172,100.0,2,1,2,165,7,100.0,49.0,100.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.600244953547742,1,0,10,2,2
17331,29126587,100.0,2,2,2,352,14,76.0,65.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.739351856881488,1,1,11,3,3
17333,29126779,90.0,2,1,3,43,5,100.0,230.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.767318194293583,0,0,00,0,0
17334,29127425,100.0,2,1,1,18,7,100.0,60.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.103042130701755,1,0,10,2,2
17335,29128941,100.0,1,1,5,31,1,100.0,60.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.586370782140754,1,0,10,2,2
17336,29129902,17.0,6,2,3,9,5,100.0,275.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.2923743499869165,0,0,00,0,0
17337,29130366,97.0,6,1,1,33,2,100.0,220.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.6931142253628435,0,0,00,0,0
17348,29144832,100.0,4,1,1,0,10,100.0,300.0,100.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8914967516355092,0,0,00,0,1
17354,29151631,100.0,1,1,1,170,1,100.0,32.0,0.0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.54574493919301,1,0,10,2,2
17356,29152795,100.0,1,1,2,54,14,90.0,29.0,0.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.340073238000082,1,1,11,3,3
17357,29152899,80.0,2,1,3,42,4,100.0,55.0,500.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.533842960175856,1,0,10,2,2
17360,29158470,100.0,5,3,2,57,2,100.0,400.0,299.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.951049953745082,0,0,00,0,0
17370,29163611,94.0,10,1,2,84,13,88.0,299.0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.296920947326259,0,1,01,1,1
17373,29165823,100.0,2,1,2,65,12,100.0,69.0,100.0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.053467414468043,1,0,10,2,3
17379,29178713,100.0,2,1,1,65,7,100.0,65.0,100.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.25901229755343,1,0,10,2,3
17387,29183047,99.0,1,2,2,331,5,88.0,49.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.761258653396741,1,1,11,3,3
17390,29183697,99.0,2,2,2,323,4,80.0,65.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.604294173565746,1,1,11,3,3
17391,29183838,99.0,1,2,2,330,5,80.0,49.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.740573250356277,1,1,11,3,3
17392,29183932,99.0,1,2,2,330,2,70.0,49.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.72665233873744,1,1,11,3,3
17393,29184026,99.0,2,2,3,284,3,100.0,65.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.667644707907673,1,0,10,2,2
17394,29184093,99.0,1,2,2,328,3,100.0,49.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.770730886062994,1,0,10,2,3
17395,29184419,100.0,2,1,2,339,7,100.0,50.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.184708762762711,1,0,10,2,3
17398,29185936,100.0,2,1,1,93,1,100.0,260.0,250.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.3473867043515724,0,0,00,0,0
17399,29186254,27.0,2,1,1,179,2,100.0,225.0,275.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.445616892342964,0,0,00,0,0
17406,29202087,100.0,4,1,2,0,11,100.0,199.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.042937931259932,0,0,00,0,0
17408,29204717,42.0,2,1,7,55,1,80.0,189.0,250.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9524094081427542,0,1,01,1,0
17411,29209379,100.0,1,2,30,126,1,100.0,50.0,500.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.46291133399907,1,0,10,2,2
17413,29210994,100.0,1,2,30,180,2,100.0,45.0,500.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.499200377329768,1,0,10,2,2
17414,29212098,75.0,6,2,3,15,1,80.0,350.0,300.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0731783176172844,0,1,01,1,0
17416,29213401,100.0,2,1,1,83,10,100.0,35.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.066003930223935,1,0,10,2,2
17420,29216296,100.0,2,1,1,177,8,100.0,59.0,0.0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.279633154634109,1,0,10,2,2
17422,29216716,100.0,2,1,5,194,2,60.0,55.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.830219175789278,1,1,11,3,2
17426,29219456,100.0,2,2,2,360,6,87.0,65.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.806739467541841,1,1,11,3,3
17427,29219884,100.0,12,2,2,297,10,82.0,200.0,150.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.87740322896609,0,1,01,1,1
17430,29221565,100.0,2,1,2,86,2,100.0,66.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.841017275164814,1,0,10,2,2
17432,29227369,27.0,2,1,1,0,2,100.0,225.0,275.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.4329158069857635,0,0,00,0,0
17435,29230227,100.0,6,1,2,0,2,100.0,185.0,500.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.036326201284474,0,0,00,0,0
17445,29236294,27.0,2,1,1,176,2,100.0,225.0,275.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.4130817642063183,0,0,00,0,0
17446,29237497,100.0,10,1,1,365,4,85.0,800.0,1000.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.1720794039262692,0,1,01,1,1
17447,29237692,100.0,2,1,1,31,3,87.0,45.0,100.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.864191423276653,1,1,11,3,2
17450,29238966,100.0,5,1,2,1,10,82.0,206.0,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.220893129531752,0,1,01,1,1
17457,29242305,90.0,3,1,1,3,5,100.0,195.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.4588030687841127,0,0,00,0,0
17458,29242564,100.0,2,1,2,46,9,100.0,65.0,100.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.358620782422395,1,0,10,2,2
